POI_name,Average_Rating,Destination_name,POI_reviews_count,POI_category,POI_description,POI_rating,POI_address,POI_Suggested_Duration,POI_open_close_hours,Review_Sentiment,Trip_type
Torrey Pines State Natural Reserve,4.5,San Diego,3742,State Parks,"Although this park is located within San Diego's city limits, it remains one of the wildest landscapes along the Southern California coast, with miles of unspoiled beaches, chaparral, elegant Torrey Pine trees and a lagoon vital to many species of...",4.5,"12600 N Torrey Pines Rd, San Diego, CA 92037",Suggested Duration:More than 3 hours,"Hours
Sun - Sat
7:15 AM - 7:00 PM",Positive,Relaxed
Tourmaline Surfing Park,4.5,San Diego,60,Beaches,"Each serving as a center of water-sports and recreation in La Jolla, this beach and Windansea Beach were immortalized in Tom Wolfe's famous novel, ""The Pumphouse Gang.""",4.5,"Mission Boulevard North About 16 km northwest of San Diego, La Jolla, San Diego, CA",,,Positive,Relaxed
Toy Story Midway Mania!,4.5,Anaheim,83,Rides & Activities,,4.5,"1313 Disneyland Drive Paradise Pier, Anaheim, CA",,,Positive,Adventurous
Trefethen Family Vineyards,4.5,Napa,295,Wineries & Vineyards,"One of Napa Valley’s pioneering wineries, we have long championed estate-grown wines that express the unique spirit of our land, vines, and people. Now in our third generation, the dedication of our family is manifest in every aspect of our...",4.5,"1160 Oak Knoll Ave, Napa, CA 94558-1303",Suggested Duration:1-2 hours,"Hours
Sun - Sat
10:00 AM - 4:30 PM",Positive,Relaxed
Trinitas Cellars,4.5,Napa,78,Wineries & Vineyards,"Trinitas Cellars was born in 2003 from the guiding belief of the Busch Family that with family, faith, and perseverance, anything is possible. These values have illuminated their path to, and successes within, world-class resort hospitality. An...",4.5,"850 Bordeaux Way Ste 1, Napa, CA 94558-7524",Suggested Duration:< 1 hour,"Hours
Mon - Thu
11:00 AM - 5:00 PM
Fri - Sun
11:00 AM - 6:00 PM",Positive,Relaxed
Truchard Vineyards,4.5,Napa,48,Wineries & Vineyards,,4.5,"3234 Old Sonoma Rd, Napa, CA 94559-9701",,,Positive,Relaxed
Twin Peaks,4.5,San Francisco,6380,Lookouts,"A twenty-minute ride from downtown, this is the best place to catch a San Francisco sunrise.",4.5,"501 Twin Peaks Blvd, San Francisco, CA 94114",Suggested Duration:< 1 hour,"Hours
Sun - Sat
5:00 AM - 12:00 AM",Positive,Activities
USS Midway Museum,5.0,San Diego,24859,Specialty Museums,"Located in downtown San Diego, the USS Midway (Museum) was America’s longest-serving aircraft carrier of the 20th century. Today, the interactive museum is an unforgettable adventure for the entire family as guests walk in the footsteps of the...",5.0,"910 N Harbor Drive, San Diego, CA 92101-5811",Suggested Duration:More than 3 hours,,Positive,Historic
Union Station,4.5,Los Angeles,1826,Points of Interest & Landmarks,"Los Angeles Union Station is the main railroad station in Los Angeles, California, and the largest railroad passenger terminal in the Western US. Union Station is a major transportation hub for Southern California, serving almost 110,000...",4.5,"800 N Alameda St Downtown, Los Angeles, CA 90012-2177",,"Hours
Sun - Sat
4:00 AM - 1:00 AM",Positive,Historic
Universal CityWalk Hollywood,4.0,Los Angeles,1828,Points of Interest & Landmarks,"Universal CityWalk is a dynamic entertainment, dining and retail promenade that reflects the area’s rich cultural diversity. The iconic open-air leisure and nightlife complex offers L.A.’s best movie-going experience and features a lively mix of...",4.0,"100 Universal City Plaza, Los Angeles, CA 91608",,"Hours
Sun
11:00 AM - 10:00 PM
Mon - Thu
11:00 AM - 9:00 PM
Fri - Sat
11:00 AM - 11:00 PM",Positive,Historic
Universal Studios Hollywood,4.5,Los Angeles,36480,Theme Parks,"Get ready for the ultimate Hollywood experience! Find a full day of action-packed entertainment all in one place: thrilling theme park rides and shows, a real working movie studio, and Los Angeles’ best shops, restaurants and cinemas at CityWalk....",4.5,"100 Universal City Plaza, Los Angeles, CA 91608-1002",Suggested Duration:More than 3 hours,"Hours
Sun - Sat
10:00 AM - 6:00 PM",Positive,Adventurous
University of California San Diego,4.5,San Diego,338,Educational sites,"You don't have to be enrolled to appreciate the vast green lawns of this major university, which is home to the Mingei International Museum of World Art.",4.5,"9500 Gilman Dr, La Jolla, San Diego, CA 92093-5004",,,Positive,Historic
"University of California, Los Angeles (UCLA)",4.0,Los Angeles,678,Educational sites,,4.0,"Sunset Blvd., Los Angeles, CA",,,Positive,Historic
Urban Light,4.5,Los Angeles,53,Points of Interest & Landmarks,,4.5,"5905 Wilshire Blvd, Los Angeles, CA 90036-4504",,,Positive,Historic
Valhalla at Lake Tahoe,4.5,Lake Tahoe,86,Parks,,4.5,"South Lake Tahoe, CA",,,Positive,Relaxed
Van Sickle Bi-State Park,4.5,Lake Tahoe,234,"State Parks, Nature & Wildlife Areas",,4.5,"Montreal Road, South Lake Tahoe, CA",,,Positive,Relaxed
Venice Beach,4.0,Los Angeles,10759,Beaches,"Lively, popular and crowded beach close to Los Angeles.",4.0,"Los Angeles, CA 90291",Suggested Duration:2-3 hours,,Positive,Relaxed
Venice Canals Walkway,4.5,Los Angeles,2019,Historic Walking Areas,,4.5,"Washigton Blvd. & Dell Ave., Los Angeles, CA 90292",,,Positive,Historic
Venice Skatepark,4.5,Los Angeles,178,Sports Complexes,,4.5,"1500 Ocean Front Walk, Los Angeles, CA 90291-3606",,,Positive,Adventurous
Ventana Vineyards,4.5,Monterey,38,Wineries & Vineyards,,4.5,"2999 Monterey-Salinas Highway, Monterey, CA 93940-5706",,,Positive,Relaxed
Vikingsholm,4.5,Lake Tahoe,776,"Historic Sites, Architectural Buildings","Built as a summer home in 1929, this grand castle on Emerald Bay is considered one of the finest examples of Scandinavian architecture in the Western Hemisphere.",4.5,"Hwy 89 at Emerald Bay State Park, South Lake Tahoe, CA",,,Positive,Historic
Vikingsholm Hiking Trail,4.0,Lake Tahoe,23,Hiking Trails,,4.0,"Emerald Bay Rd, South Lake Tahoe, CA",,,Positive,Adventurous
VillageFest,4.5,Palm Springs,1781,Points of Interest & Landmarks,"The place to meet new friends is at this old-fashioned street fair with sidewalk performers, musicians, farmer's market, gifts and lots of food.",4.5,"Palm Canyon Drive between Baristo and Amado Downtown, Palm Springs, Greater Palm Springs, CA",Suggested Duration:1-2 hours,"Hours
Thu
6:00 PM - 10:00 PM",Positive,Historic
Virginia Avenue Park,5.0,Santa Monica,11,Parks,,5.0,"2200 Virginia Ave, Santa Monica, CA 90404-4808",,,Positive,Relaxed
Walt Disney Concert Hall,4.5,Los Angeles,3038,Points of Interest & Landmarks,"Home of the Los Angeles Philharmonic, this concert hall is designed to be one of the most acoustically sophisticated in the world.",4.5,"111 S Grand Ave Inglewood Can Day Has Was Year Day Was, Los Angeles, CA 90012-3034",Suggested Duration:2-3 hours,,Positive,Historic
Walt Disney Family Museum,4.5,San Francisco,2760,Specialty Museums,"Pre-purchased, timed tickets are required for entry. During the first few months of reopening, we will release tickets in two-week increments. Located in the scenic Presidio of San Francisco, The Walt Disney Family Museum is one of the Bay Area’s...",4.5,"104 Montgomery St The Presidio, San Francisco, CA 94129-1718",Suggested Duration:2-3 hours,"Hours
Thu - Sun
10:00 AM - 5:00 PM",Positive,Historic
Westfield UTC,4.5,San Diego,49,Shopping Malls,,4.5,"4545 La Jolla Village Dr, La Jolla, San Diego, CA 92122-1241",,,Positive,Activities
Whetstone Wine Cellars,4.5,Napa,56,Wineries & Vineyards,We are a small family-owned luxury wine brand located in the heart of the Napa Valley. The centerpiece of the property is a 19th Century French-style chateau which sits on two acres located at the base of Atlas Peak Road. Originally built by...,4.5,"1075 Atlas Peak Rd, Napa, CA 94558-1501",Suggested Duration:1-2 hours,"Hours
Fri - Mon
11:00 AM - 3:00 PM",Positive,Relaxed
Will Rogers State Historic Park,4.5,Los Angeles,149,Historic Sites,"State historic park in the Santa Monica mountains includes hiking and equestrian trails, picnic grounds, guided tours of the Will Rogers historic ranch house and weekend polo matches.",4.5,"1501 Will Rogers State Park Rd, Los Angeles, CA 90272-3941",Suggested Duration:More than 3 hours,,Positive,Historic
William Hill Estate Winery,4.5,Napa,93,Wineries & Vineyards,"William Hill Estate is renowned for crafting elegant Chardonnay, Cabernet Sauvignon, and Merlot wines due to its exceptional location just off the Silverado Trail in southern Napa Valley on the rolling hills of the Silverado Bench. William Hill...",4.5,"1761 Atlas Peak Rd, Napa, CA 94558-1251",,"Hours
Sun - Sat
10:00 AM - 5:00 PM",Positive,Relaxed
Windansea Beach,4.5,San Diego,578,Beaches,A famous beach for surfing.,4.5,"6800 Neptune Place, La Jolla, San Diego, CA 92083",,,Positive,Relaxed
World of Color - Celebrate,4.5,Anaheim,168,Rides & Activities,,4.5,"1313 Disneyland Drive Paradise Pier, Anaheim, CA",,,Positive,Adventurous
Wyland Galleries,4.0,Lake Tahoe,43,Art Galleries,,4.0,"4000 Lake Tahoe Blvd Building A, Unit 3, South Lake Tahoe, CA 96150-7071",,,Positive,Historic
Yorba Regional Park,4.5,Anaheim,96,Parks,,4.5,"7600 E La Palma Ave, Anaheim, CA 92807-2444",,,Positive,Relaxed
ZD Wines,4.5,Napa,105,Wineries & Vineyards,"ZD Wines is owned and operated by three generations of the deLeuze family. Producing world class Chardonnay, Pinot Noir and Cabernet Sauvignon, ZD Wines is located in Rutherford on the beautiful Silverado Trail. Founded in 1969, ZD's mantra of...",4.5,"8383 Silverado Trl, Napa, CA 94558-9436",,"Hours
Sun - Sat
10:00 AM - 4:00 PM",Positive,Relaxed
bG Gallery,5.0,Santa Monica,1,Art Galleries,"bG gallery specializes in accomplished artists who have crossed traditionally contentious art ideologies including expressive-conceptual, insider-outsider, high-low and figurative-abstract.",5.0,"3009 Ocean Park Blvd, Santa Monica, CA 90405-3004",Suggested Duration:< 1 hour,,Positive,Historic
de Young Museum,4.5,San Francisco,2144,Specialty Museums,"The de Young, designed by Herzog & de Meuron and located in Golden Gate Park, is the nation’s fifth most visited art museum. It showcases American art from the seventeenth through the twenty-first centuries, international textile arts and...",4.5,"50 Hagiwara Tea Garden Dr Golden Gate Park, San Francisco, CA 94118-4502",,"Hours
Tue - Sun
9:30 AM - 5:15 PM",Positive,Historic
di Rosa Center for Contemporary Art,4.5,Napa,148,Art Museums,"Located on 217 acres in the Carneros region of Napa Valley, di Rosa houses the foremost collection of contemporary Bay Area art, with nearly 2,000 works by 800 artists. A wide range of styles, media, and subject matter provide an overview of the...",4.5,"5200 Sonoma Hwy, Napa, CA 94559-9761",Suggested Duration:2-3 hours,"Hours
Sat - Sun
11:00 AM - 3:00 PM",Positive,Historic
